id,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2_5,air_quality_PM10,air_quality_us_epa_index,air_quality_gb_defra_index
459,1188.3,40.1,30.9,109.7,133.9,141.4,4,10
460,260.4,37.9,0.3,0.1,1.5,4.7,1,1
461,270.4,20.0,0.8,0.5,2.4,3.6,1,1
462,223.6,11.6,4.9,4.2,1.4,5.8,1,1
463,423.9,26.5,11.7,6.7,4.6,9.5,1,1
464,474.0,2.0,21.3,0.5,14.1,19.0,1,2
465,567.4,62.9,7.4,3.6,15.8,21.2,2,2
466,403.9,4.0,52.8,9.9,23.7,25.8,2,2
467,237.0,64.4,0.3,0.3,0.5,1.2,1,1
468,701.0,10.0,24.3,8.5,47.4,97.9,3,5
469,7370.0,0.0,59.6,21.0,347.0,468.1,6,10
470,213.6,32.5,39.1,17.9,10.0,25.4,1,1
471,340.5,71.5,15.6,5.8,17.7,52.4,2,2
472,237.0,50.8,7.4,2.6,2.2,4.6,1,1
473,347.1,20.2,56.9,5.3,19.4,30.2,2,2
474,474.0,2.0,21.3,0.5,14.1,19.0,1,2
475,534.1,28.6,6.9,6.2,4.0,11.9,1,1
476,200.3,15.9,22.3,30.5,13.3,24.2,1,2
477,223.6,52.2,8.8,4.8,15.4,26.5,1,2
478,223.6,44.0,3.0,6.7,1.0,3.4,1,1
479,460.6,35.8,4.1,3.9,6.5,14.9,1,1
480,166.9,8.6,0.0,0.1,1.3,2.9,1,1
481,267.0,144.5,3.9,4.5,26.2,79.7,2,3
482,210.3,73.0,1.4,1.1,4.4,8.2,1,1
483,487.3,21.8,6.9,1.2,19.8,33.4,2,2
484,220.3,28.6,3.6,0.6,5.1,5.2,1,1
485,233.7,83.7,2.0,3.2,20.6,30.3,2,2
486,627.5,29.3,12.5,4.5,55.2,64.0,3,7
487,320.4,36.5,0.3,0.2,2.2,3.3,1,1
488,370.5,19.1,0.9,0.1,3.0,3.1,1,1
489,176.9,33.3,3.4,0.3,2.8,3.5,1,1
490,220.3,33.3,2.3,1.4,8.4,8.6,1,1
491,233.7,38.6,4.4,0.7,4.3,4.8,1,1
492,290.4,45.1,0.9,1.0,2.6,5.2,1,1
493,333.8,43.3,1.8,0.6,7.7,11.5,1,1
494,3364.6,0.0,38.4,38.2,88.8,102.6,4,10
495,171.9,34.7,0.5,0.3,1.1,2.2,1,1
496,554.1,2.7,2.4,0.9,11.7,21.7,1,1
497,201.9,80.8,3.8,3.8,5.6,14.2,1,1
498,168.6,29.3,0.0,0.1,0.7,1.4,1,1
499,330.5,35.4,0.6,0.5,2.0,3.8,1,1
500,208.6,46.5,1.7,1.9,3.2,5.4,1,1
501,267.0,167.4,5.3,28.9,19.6,20.9,2,2
502,175.2,13.2,0.0,0.0,0.5,0.9,1,1
503,123.5,7.4,2.6,1.6,3.9,7.5,1,1
504,250.3,55.1,15.3,2.2,7.5,9.0,1,1
505,217.0,70.1,4.8,64.9,4.7,8.3,1,1
506,220.3,73.0,3.2,1.7,5.2,6.0,1,1
507,212.0,107.3,0.5,0.9,9.0,22.7,1,1
508,212.0,39.0,0.7,0.2,3.7,19.2,1,1
509,313.8,22.0,1.9,0.2,12.9,14.4,1,2
510,433.9,45.1,4.3,6.6,26.3,36.6,2,3
511,310.4,45.1,3.9,0.4,35.7,43.6,2,3
512,1388.6,7.9,21.4,6.4,79.2,87.9,4,10
513,247.0,49.4,10.7,1.6,3.3,4.7,1,1
514,208.6,59.4,0.1,0.2,0.5,1.1,1,1
515,474.0,62.9,5.4,5.3,11.6,15.2,1,1
516,373.8,23.6,1.0,0.4,6.9,11.3,1,1
517,647.5,14.5,1.5,0.1,8.4,10.3,1,1
518,534.1,4.8,8.1,5.3,36.2,45.8,2,4
519,207.0,20.0,5.2,1.5,2.5,4.1,1,1
520,247.0,15.4,29.8,15.7,12.3,13.9,1,2
521,175.2,55.8,3.0,1.5,32.4,106.5,2,3
522,867.8,47.2,15.1,5.8,51.5,64.7,3,6
523,213.6,4.7,0.1,0.1,1.1,2.9,1,1
524,454.0,12.3,0.1,0.0,20.0,20.1,2,2
525,540.7,50.8,7.5,7.0,11.9,14.1,1,1
526,230.3,53.6,6.2,7.6,2.8,7.6,1,1
527,454.0,35.4,0.3,0.1,10.4,10.5,1,1
528,293.7,49.4,14.1,5.2,14.0,31.1,1,2
529,413.9,47.9,6.0,1.8,3.0,6.8,1,1
530,207.0,51.5,2.1,0.9,4.1,4.5,1,1
531,207.0,86.6,2.0,1.2,3.3,11.2,1,1
532,243.7,111.6,13.0,13.5,40.5,94.5,3,4
533,243.7,4.5,6.3,0.3,12.8,14.5,1,2
534,350.5,3.3,32.6,8.0,27.7,32.1,2,3
535,774.4,23.6,9.9,1.9,38.2,57.7,2,4
536,191.9,25.8,1.9,1.0,4.4,7.3,1,1
537,195.3,25.8,0.2,0.2,4.4,7.2,1,1
538,233.7,25.4,0.1,0.1,2.0,4.9,1,1
539,183.6,55.1,0.1,0.3,3.7,15.2,1,1
540,223.6,67.2,3.6,1.4,2.9,3.6,1,1
541,277.0,46.5,21.6,6.9,7.0,11.0,1,1
542,223.6,144.5,6.5,36.2,42.2,137.5,3,5
543,433.9,31.1,0.7,0.4,1.1,1.7,1,1
544,227.0,35.1,5.4,0.6,5.7,6.8,1,1
545,193.6,37.2,0.2,0.6,10.0,30.1,1,1
546,267.0,21.8,0.9,0.2,3.4,5.8,1,1
547,580.8,1.5,37.0,21.2,10.9,18.4,1,1
548,220.3,45.8,5.3,0.9,3.5,4.5,1,1
549,213.6,28.6,5.1,0.9,5.9,6.7,1,1
550,213.6,34.0,4.5,2.6,1.5,1.6,1,1
551,176.9,38.3,0.1,0.2,7.1,22.6,1,1
552,881.2,15.9,24.3,21.9,40.8,62.3,3,4
553,1495.4,0.1,41.1,33.4,62.2,69.1,3,8
554,273.7,14.8,0.3,0.1,3.7,6.5,1,1
555,208.6,60.1,3.3,0.2,0.9,1.3,1,1
556,183.6,36.8,3.8,2.7,2.4,4.3,1,1
557,387.2,37.9,3.3,3.0,18.4,65.7,2,2
558,247.0,22.4,0.1,0.1,1.2,4.3,1,1
559,213.6,32.5,7.5,4.9,5.7,6.6,1,1
560,200.3,8.5,6.9,0.5,6.4,7.4,1,1
561,270.4,46.5,9.3,5.5,15.3,27.7,1,2
562,188.6,31.5,2.5,2.5,5.1,8.6,1,1
563,212.0,32.5,0.3,0.1,2.0,3.5,1,1
564,974.7,0.0,16.6,22.9,21.9,43.8,2,2
565,547.4,16.3,9.4,2.9,17.6,30.8,2,2
566,257.0,21.8,3.8,0.2,10.1,11.8,1,1
567,198.6,67.2,0.2,0.6,2.6,14.0,1,1
568,210.3,7.2,8.8,0.7,0.6,1.9,1,1
569,223.6,68.0,4.2,1.9,4.9,10.0,1,1
570,427.3,7.9,39.4,18.4,25.2,29.6,2,3
571,247.0,42.9,17.7,7.5,11.2,55.0,1,1
572,170.2,24.7,0.0,0.1,2.3,4.2,1,1
573,520.7,4.7,2.6,0.4,30.0,44.9,2,3
574,263.7,21.8,3.8,0.7,7.5,7.9,1,1
575,383.9,70.8,12.3,11.3,55.2,222.7,3,7
576,253.7,26.8,19.0,4.1,3.0,4.5,1,1
577,166.9,73.7,0.4,0.2,0.5,0.6,1,1
578,373.8,46.5,9.4,6.2,10.0,14.9,1,1
579,263.7,20.2,24.3,2.0,5.0,5.6,1,1
580,188.6,55.1,0.0,0.1,1.2,2.2,1,1
581,721.0,7.3,57.6,73.4,13.3,14.0,1,2
582,1255.0,0.6,20.6,5.8,81.5,106.4,4,10
583,243.7,50.1,21.8,23.4,36.9,121.0,2,4
584,1268.4,44.7,6.2,5.3,11.6,18.8,1,1
585,360.5,29.7,6.7,7.8,14.3,20.8,1,2
586,1228.3,45.4,12.7,0.7,20.9,52.4,2,2
587,220.3,54.4,4.5,0.3,4.4,8.9,1,1
588,227.0,72.2,9.8,3.0,3.6,8.7,1,1
589,168.6,45.4,1.4,0.2,2.0,2.9,1,1
590,400.5,42.6,3.5,2.5,7.3,18.2,1,1
591,205.3,29.3,0.8,0.7,3.5,7.8,1,1
592,397.2,34.7,20.7,3.8,1.9,3.3,1,1
593,203.6,40.4,2.8,0.3,3.2,3.7,1,1
594,250.3,20.0,7.6,0.7,2.2,3.8,1,1
595,243.7,39.7,7.2,0.5,3.6,4.8,1,1
596,300.4,41.5,27.4,1.9,6.9,19.8,1,1
597,350.5,41.8,1.1,1.0,3.3,6.6,1,1
598,280.4,154.5,4.9,19.3,27.7,61.3,2,3
599,847.8,35.8,13.4,4.6,88.1,97.7,4,10
600,213.6,40.1,3.0,1.3,2.7,12.3,1,1
601,203.6,24.0,3.5,0.7,3.0,3.3,1,1
602,247.0,65.1,5.8,1.0,2.9,3.3,1,1
603,227.0,13.4,0.1,0.1,2.3,2.4,1,1
604,454.0,32.2,2.5,1.3,8.8,16.2,1,1
605,413.9,34.0,0.3,0.1,14.8,15.0,1,2
606,337.1,7.2,0.9,0.3,3.1,3.7,1,1
607,203.6,25.8,3.8,1.3,7.9,9.1,1,1
608,337.1,2.2,14.2,1.7,11.1,15.7,1,1
609,363.8,33.6,0.3,0.4,2.1,3.1,1,1
610,330.5,39.0,2.5,1.2,6.0,6.3,1,1
611,190.3,34.7,2.1,0.1,2.9,4.3,1,1
612,540.7,5.9,3.3,1.3,10.7,24.1,1,1
613,734.3,19.3,6.9,1.2,35.1,88.5,2,3
614,195.3,36.1,0.1,0.1,1.2,1.7,1,1
615,273.7,18.6,0.3,0.1,2.1,5.0,1,1
616,327.1,17.0,2.9,1.4,2.5,7.4,1,1
617,761.0,1.1,4.8,0.4,28.1,36.6,2,3
618,223.6,37.6,2.4,0.1,0.6,0.8,1,1
619,397.2,0.0,0.6,0.3,7.6,11.5,1,1
620,494.0,12.9,1.0,0.5,6.1,8.0,1,1
621,2456.7,2.2,49.4,6.3,141.2,184.5,4,10
622,1548.8,0.0,54.2,73.4,372.8,409.9,6,10
623,243.7,60.8,2.0,7.8,19.7,20.0,2,2
624,220.3,36.8,0.6,0.3,3.7,9.0,1,1
625,540.7,27.2,1.5,0.3,3.3,15.3,1,1
626,647.5,31.1,17.8,13.8,17.5,18.9,2,2
627,213.6,14.5,9.7,0.3,6.5,8.3,1,1
628,460.6,29.0,13.0,32.9,10.5,12.9,1,1
629,260.4,70.8,1.0,0.9,20.1,29.1,2,2
630,257.0,53.6,6.8,2.1,3.0,4.1,1,1
631,540.7,27.2,1.5,0.3,3.3,15.3,1,1
632,263.7,31.8,6.3,0.7,4.1,4.7,1,1
633,270.4,61.5,0.6,0.6,27.7,75.7,2,3
634,220.3,27.2,1.5,0.3,2.3,8.9,1,1
635,767.7,2.2,26.1,9.1,11.4,17.9,1,1
636,2216.3,1.3,75.4,30.3,16.3,19.1,2,2
637,208.6,58.7,9.3,5.6,9.0,25.8,1,1
638,433.9,73.0,4.2,12.5,23.2,26.3,2,2
639,390.5,35.4,0.1,0.1,4.4,4.8,1,1
640,250.3,23.6,1.1,0.2,12.0,36.8,1,2
641,207.0,75.1,1.3,0.7,1.7,1.9,1,1
642,343.8,53.6,3.5,6.0,25.6,29.7,2,3
643,1895.9,13.8,12.9,3.1,80.3,245.7,4,10
644,181.9,54.4,0.8,1.2,4.0,16.2,1,1
645,212.0,26.1,5.5,1.2,2.8,4.6,1,1
646,227.0,50.1,5.4,1.2,2.4,3.4,1,1
647,494.0,35.8,1.3,1.4,6.1,11.3,1,1
648,343.8,23.3,0.3,0.2,1.0,2.6,1,1
649,273.7,22.9,4.1,0.3,8.6,11.1,1,1
650,270.4,49.4,10.5,3.6,3.6,4.2,1,1
651,460.6,29.0,5.5,4.4,15.0,25.1,1,2
652,230.3,79.4,7.1,7.0,3.7,6.4,1,1
653,223.6,22.0,1.5,0.9,2.4,6.2,1,1
654,377.2,55.1,3.0,33.9,14.8,18.6,1,2
655,290.4,30.4,0.2,0.1,2.0,5.1,1,1
656,237.0,17.7,0.6,0.1,2.1,3.3,1,1
657,307.1,13.1,5.0,4.4,1.5,4.2,1,1
658,554.1,55.1,12.7,8.7,9.7,17.5,1,1
659,560.8,3.8,25.0,0.4,15.9,21.1,2,2
660,540.7,22.5,10.0,1.7,2.3,7.4,1,1
661,223.6,37.6,6.6,0.8,3.5,4.7,1,1
662,227.0,67.2,0.3,0.5,0.9,2.1,1,1
663,350.5,52.2,9.2,6.4,23.4,53.4,2,2
664,14099.1,0.0,126.1,36.7,700.8,869.6,6,10
665,467.3,0.0,97.3,60.6,68.6,125.3,4,9
666,280.4,83.0,5.7,3.7,16.4,47.6,2,2
667,212.0,12.5,8.4,2.4,2.5,2.9,1,1
668,400.5,7.0,61.7,7.0,32.5,71.4,2,3
669,560.8,3.8,25.0,0.4,15.9,21.1,2,2
670,554.1,23.6,9.4,7.1,4.9,8.2,1,1
671,293.7,13.1,38.7,31.0,15.5,23.0,2,2
672,250.3,55.8,10.7,4.7,23.9,61.0,2,2
673,227.0,50.8,3.0,6.5,0.7,0.7,1,1
674,447.3,31.5,4.9,5.7,7.3,19.1,1,1
675,163.6,22.5,0.0,0.1,2.1,4.0,1,1
676,227.0,105.9,1.1,1.7,21.8,81.0,2,2
677,283.7,29.0,14.2,2.6,6.4,8.7,1,1
678,487.3,36.1,7.8,2.1,16.1,28.3,2,2
679,230.3,50.1,6.9,2.2,5.6,6.1,1,1
680,205.3,91.6,1.5,1.9,7.7,18.6,1,1
681,287.1,40.4,3.9,1.2,9.3,12.1,1,1
682,403.9,45.8,0.3,0.2,2.0,2.9,1,1
683,387.2,1.7,3.4,0.7,10.6,11.0,1,1
684,188.6,11.8,6.0,0.4,2.1,3.2,1,1
685,201.9,30.4,3.6,0.6,3.3,3.7,1,1
686,227.0,62.9,2.9,0.5,3.2,4.8,1,1
687,327.1,41.8,1.2,1.4,3.3,7.9,1,1
688,507.4,19.5,4.5,0.5,16.2,24.0,2,2
689,4859.9,0.0,19.4,41.0,115.5,138.5,4,10
690,186.9,39.3,0.5,0.3,1.3,2.5,1,1
691,587.5,3.9,2.6,1.2,11.6,18.1,1,1
692,207.0,91.6,0.7,0.6,4.9,9.0,1,1
693,173.6,16.8,0.0,0.0,0.5,1.0,1,1
694,413.9,47.2,1.4,1.0,4.3,6.3,1,1
695,213.6,56.5,1.3,1.7,1.6,5.2,1,1
696,423.9,117.3,12.3,19.6,13.8,15.3,1,2
697,178.6,8.2,0.0,0.0,0.5,0.9,1,1
698,126.8,9.5,2.3,1.4,2.5,3.5,1,1
699,201.9,46.5,5.0,0.6,8.4,10.1,1,1
700,188.6,79.4,1.8,23.6,7.7,33.7,1,1
701,198.6,33.3,4.5,1.8,5.5,6.7,1,1
702,217.0,111.6,0.5,0.8,9.0,25.2,1,1
703,237.0,26.1,0.9,0.3,4.1,13.1,1,1
704,253.7,39.7,0.9,0.2,19.9,21.0,2,2
705,343.8,42.2,2.0,2.2,29.9,68.9,2,3
706,247.0,37.9,7.0,0.6,8.1,14.2,1,1
707,801.1,31.5,10.5,7.8,44.1,48.4,3,5
708,267.0,19.9,22.6,2.3,5.5,7.1,1,1
709,217.0,62.2,0.1,0.1,0.5,1.5,1,1
710,494.0,55.8,5.1,7.0,5.3,7.4,1,1
711,403.9,11.1,1.3,0.4,4.2,7.2,1,1
712,554.1,5.7,1.4,0.1,11.4,18.4,1,1
713,487.3,46.5,10.3,8.1,57.5,64.3,3,7
714,220.3,29.3,5.9,2.1,4.9,7.4,1,1
715,198.6,23.6,9.7,4.9,2.8,3.5,1,1
716,220.3,15.0,25.4,10.1,35.4,131.3,2,3
717,814.4,52.2,13.2,3.0,75.2,118.2,4,10
718,198.6,28.6,0.1,0.1,2.1,3.6,1,1
719,397.2,5.2,0.1,0.0,5.4,5.4,1,1
720,1442.0,1.7,32.2,26.5,12.9,14.7,1,2
721,247.0,57.9,7.5,10.6,3.1,5.4,1,1
722,480.7,23.3,0.5,0.1,5.9,5.9,1,1
723,347.1,39.3,18.7,6.3,11.1,27.5,1,1
724,267.0,26.5,6.0,1.7,2.8,6.3,1,1
725,253.7,50.8,3.8,2.1,5.3,5.9,1,1
726,198.6,72.2,2.4,1.1,3.1,7.6,1,1
727,277.0,167.4,5.0,10.9,27.6,60.9,2,3
728,237.0,27.5,4.8,0.6,9.1,10.4,1,1
729,270.4,25.4,27.1,15.7,9.7,11.9,1,1
730,400.5,21.8,3.5,0.5,12.1,20.9,1,2
731,205.3,28.3,0.5,0.2,3.8,10.6,1,1
732,198.6,22.5,0.1,0.1,3.5,6.3,1,1
733,200.3,62.9,1.4,2.1,5.5,16.0,1,1
734,191.9,63.7,0.1,0.3,3.7,16.7,1,1
735,247.0,78.0,2.7,0.5,4.5,5.8,1,1
736,270.4,51.5,15.1,3.2,3.1,3.7,1,1
737,310.4,79.4,29.8,48.2,34.6,98.3,2,3
738,333.8,22.4,0.4,0.4,1.3,3.2,1,1
739,240.3,3.7,17.3,0.3,10.8,14.3,1,1
740,190.3,49.4,0.2,0.5,4.7,20.6,1,1
741,230.3,31.8,0.4,0.1,2.1,2.8,1,1
742,687.6,0.6,39.4,22.2,10.2,18.4,1,1
743,287.1,45.8,13.2,3.3,3.9,5.2,1,1
744,191.9,4.7,5.5,0.3,9.6,12.3,1,1
745,198.6,44.7,1.9,1.6,1.3,1.6,1,1
746,190.3,32.2,0.1,0.3,9.6,16.4,1,1
747,440.6,27.5,9.8,10.3,18.3,25.9,2,2
748,1201.6,0.7,28.1,19.8,45.7,53.9,3,5
749,263.7,14.3,0.7,0.2,2.3,4.2,1,1
750,377.2,7.7,37.7,0.8,5.7,8.8,1,1
751,190.3,40.8,4.1,2.8,2.2,3.8,1,1
752,357.2,29.0,1.8,1.5,5.5,12.6,1,1
753,303.8,20.4,0.1,0.1,1.8,6.3,1,1
754,217.0,12.3,13.9,5.7,6.1,7.6,1,1
755,212.0,11.8,7.1,0.5,3.4,4.3,1,1
756,307.1,48.6,11.0,6.4,32.6,74.8,2,3
757,200.3,46.5,1.5,0.9,10.2,24.4,1,1
758,196.9,32.5,0.2,0.1,2.8,4.9,1,1
759,1442.0,0.0,18.7,23.4,39.7,77.9,2,4
760,420.6,16.5,6.5,2.3,12.7,25.0,1,2
761,227.0,60.1,1.9,5.9,12.0,12.6,1,2
762,201.9,65.1,0.2,0.6,2.7,10.9,1,1
763,263.7,12.9,11.8,1.0,1.7,2.7,1,1
764,263.7,36.5,15.4,3.0,4.9,9.4,1,1
765,283.7,34.0,15.9,4.4,20.9,25.9,2,2
766,253.7,51.5,19.9,16.7,17.8,86.0,2,2
767,176.9,15.7,0.0,0.1,1.0,2.7,1,1
768,761.0,7.5,3.0,0.5,61.6,88.0,3,8
769,253.7,61.5,2.7,2.6,10.0,10.5,1,1
770,267.0,131.6,0.2,2.9,39.2,70.6,2,4
771,213.6,5.2,19.7,4.7,2.7,3.1,1,1
772,186.9,73.0,1.2,0.1,0.5,0.5,1,1
773,634.2,25.0,20.2,9.8,11.6,17.5,1,1
774,220.3,39.0,4.5,0.9,5.9,22.4,1,1
775,175.2,41.8,0.0,0.1,0.9,2.4,1,1
776,403.9,39.3,18.7,28.1,7.7,8.7,1,1
777,1508.7,0.0,23.0,7.8,88.1,119.4,4,10
778,233.7,51.5,18.3,18.4,26.7,71.0,2,3
779,1281.7,42.6,5.5,6.5,12.6,19.9,1,2
780,821.1,17.9,14.2,11.3,62.1,78.2,3,8
781,454.0,52.9,4.7,0.4,10.8,24.3,1,1
782,250.3,42.6,6.9,0.3,8.1,11.5,1,1
783,293.7,38.6,35.3,4.8,8.8,24.3,1,1
784,170.2,36.1,1.5,0.6,1.6,2.2,1,1
785,514.0,62.2,3.9,2.5,9.1,20.7,1,1
786,188.6,43.6,1.1,1.0,1.8,7.8,1,1
787,1508.7,0.0,81.6,26.2,21.8,25.7,2,2
788,207.0,42.6,3.6,0.3,4.2,5.1,1,1
789,240.3,29.3,5.2,0.4,1.6,3.2,1,1
790,527.4,3.8,37.0,1.8,10.3,14.3,1,1
791,263.7,45.8,15.3,1.2,5.6,12.1,1,1
792,260.4,86.6,1.9,1.4,8.0,11.0,1,1
793,407.2,121.6,24.7,56.7,46.0,76.7,3,5
794,627.5,29.3,10.0,2.8,86.0,92.6,4,10
795,300.4,14.0,4.8,1.7,2.3,5.0,1,1
796,250.3,66.5,2.9,1.4,4.1,4.5,1,1
797,253.7,3.2,14.6,0.8,4.9,6.4,1,1
798,297.1,32.5,0.3,0.5,2.1,2.5,1,1
799,527.4,29.7,1.9,1.2,9.5,16.8,1,1
800,423.9,17.7,2.6,0.5,7.2,9.1,1,1
801,173.6,57.9,2.5,0.6,1.9,4.4,1,1
802,208.6,29.3,9.3,4.7,26.6,29.6,2,3
803,540.7,1.8,21.3,2.3,18.4,26.4,2,2
804,390.5,38.6,0.2,0.3,2.5,3.9,1,1
805,253.7,10.0,1.8,0.8,1.9,2.0,1,1
806,213.6,19.1,7.0,0.9,9.4,13.9,1,1
807,781.1,7.3,5.3,2.2,22.8,43.6,2,2
808,921.3,28.3,7.6,1.3,53.3,113.0,3,6
809,185.3,17.2,0.3,0.0,1.2,2.1,1,1
810,410.6,14.1,0.8,0.2,3.3,8.4,1,1
811,263.7,19.9,2.0,0.9,1.7,4.7,1,1
812,620.8,4.4,3.1,0.3,11.0,15.4,1,1
813,263.7,44.4,5.6,0.9,1.9,2.3,1,1
814,347.1,0.0,0.4,0.2,5.1,7.5,1,1
815,754.4,12.3,2.0,1.0,14.7,20.1,1,2
816,2937.3,1.5,71.3,12.9,146.6,192.3,4,10
817,2697.0,0.0,37.7,49.1,342.2,397.8,6,10
818,253.7,24.3,5.3,0.3,9.6,11.2,1,1
819,237.0,34.0,0.9,0.4,3.7,6.5,1,1
820,821.1,50.1,2.6,0.4,19.7,30.4,2,2
821,654.2,30.4,23.0,14.1,16.5,17.9,2,2
822,307.1,0.0,10.4,0.0,13.3,18.9,1,2
823,360.5,35.1,4.2,10.1,3.6,6.7,1,1
824,243.7,64.4,4.0,5.1,13.5,22.6,1,2
825,353.8,0.5,23.3,2.4,11.6,16.0,1,1
826,821.1,50.1,2.6,0.4,19.7,30.4,2,2
827,243.7,50.1,5.7,0.4,8.6,9.5,1,1
828,283.7,36.1,1.3,0.4,23.7,72.0,2,2
829,237.0,26.5,2.1,0.4,1.8,4.8,1,1
830,554.1,37.6,25.4,12.3,8.8,18.4,1,1
831,2777.1,2.8,116.5,45.8,31.9,35.5,2,3
832,217.0,54.4,11.3,7.0,13.7,26.7,1,2
833,347.1,73.0,1.8,6.6,7.5,9.4,1,1
834,467.3,45.1,0.1,0.1,4.4,4.6,1,1
835,303.8,32.2,1.2,0.3,25.2,76.0,2,3
836,247.0,55.1,4.0,2.4,5.4,5.9,1,1
837,263.7,34.3,1.7,0.6,6.2,9.9,1,1
838,4806.5,2.8,20.9,3.2,222.1,352.4,5,10
839,185.3,60.1,0.7,1.2,2.9,10.3,1,1
840,263.7,61.5,6.0,1.9,6.7,7.7,1,1
841,1522.1,0.0,28.1,3.1,83.2,91.1,4,10
842,580.8,37.6,1.1,1.1,6.1,11.9,1,1
843,350.5,27.9,1.4,1.8,2.4,4.2,1,1
844,370.5,14.5,6.0,0.2,17.2,21.7,2,2
845,283.7,20.7,18.3,3.6,6.4,7.0,1,1
846,480.7,27.5,2.2,1.5,9.2,17.8,1,1
847,340.5,34.7,46.6,22.9,15.9,21.7,2,2
848,230.3,20.6,1.5,0.8,1.3,4.4,1,1
849,313.8,39.0,0.8,12.6,3.6,6.2,1,1
850,640.9,20.0,6.8,4.2,13.6,18.7,1,2
851,387.2,7.1,1.2,0.7,2.5,4.2,1,1
852,310.4,16.3,6.1,4.7,2.0,7.2,1,1
853,547.4,68.7,17.0,9.5,12.4,19.9,1,2
854,948.0,0.0,24.0,0.9,26.8,33.1,2,3
855,347.1,24.7,3.1,1.0,1.5,3.8,1,1
856,527.4,0.1,52.1,3.6,25.4,31.1,2,3
857,240.3,65.8,0.2,0.2,1.7,2.1,1,1
858,343.8,44.0,9.2,5.3,21.7,48.6,2,2
859,12603.8,0.0,60.3,29.6,563.6,734.6,6,10
860,427.3,0.0,87.7,50.1,72.5,116.9,4,10
861,240.3,97.3,1.9,2.0,18.4,57.4,2,2
862,247.0,50.8,10.6,4.2,6.9,8.0,1,1
863,273.7,25.4,28.8,3.7,23.9,35.4,2,2
864,948.0,0.0,24.0,0.9,26.8,33.1,2,3
865,2590.2,5.8,45.2,10.7,15.7,20.0,2,2
866,220.3,13.2,31.9,32.9,14.0,19.5,1,2
867,207.0,43.3,13.4,3.9,20.5,34.3,2,2
868,253.7,21.5,6.8,10.4,1.7,1.9,1,1
869,527.4,31.8,5.5,4.7,10.7,23.9,1,1
870,161.9,20.4,0.0,0.1,0.9,1.9,1,1
871,233.7,107.3,0.6,0.5,22.9,86.5,2,2
872,300.4,2.4,21.6,2.6,9.5,13.9,1,1
873,390.5,25.8,3.6,0.5,17.6,25.3,2,2
874,208.6,43.3,1.6,0.3,1.1,1.2,1,1
875,201.9,90.8,2.1,2.3,18.5,27.5,2,2
876,587.5,27.2,12.5,2.5,35.7,62.0,2,3
877,367.2,41.5,0.3,0.2,1.9,2.6,1,1
878,367.2,21.5,1.4,2.1,12.8,12.9,1,2
879,237.0,17.4,12.9,1.9,10.0,12.0,1,1
880,243.7,63.7,1.8,1.4,2.8,3.4,1,1
881,220.3,4.3,14.6,0.4,2.9,3.5,1,1
882,480.7,30.4,2.4,2.0,6.6,17.3,1,1
883,487.3,40.4,3.3,0.6,20.4,26.8,2,2
884,6301.9,0.0,35.3,39.6,213.3,248.7,5,10
885,181.9,36.8,0.3,0.3,1.6,3.7,1,1
886,397.2,4.7,1.4,0.8,3.8,8.4,1,1
887,210.3,91.6,1.1,19.8,57.4,62.1,3,7
888,175.2,8.6,0.0,0.0,0.5,0.6,1,1
889,350.5,47.9,0.5,0.4,2.5,9.5,1,1
890,208.6,40.1,0.9,1.4,4.8,7.7,1,1
891,2590.2,266.1,130.2,87.7,144.9,153.2,4,10
892,185.3,4.1,0.0,0.0,0.5,0.8,1,1
893,173.6,11.6,1.1,0.4,1.0,1.0,1,1
894,267.0,19.3,17.5,1.6,12.5,15.7,1,2
895,166.9,66.5,0.9,11.8,1.5,2.3,1,1
896,193.6,32.5,4.9,1.9,6.2,7.3,1,1
897,196.9,75.1,0.3,0.5,3.1,13.1,1,1
898,303.8,62.2,1.0,0.9,5.7,18.6,1,1
899,210.3,52.9,0.3,0.2,15.4,18.2,1,2
900,413.9,47.2,3.0,4.7,35.0,65.4,2,3
901,283.7,65.8,5.1,5.7,16.5,19.7,2,2
902,1281.7,8.5,15.9,3.8,75.2,98.7,4,10
903,260.4,0.2,31.9,1.6,4.6,6.0,1,1
904,205.3,57.9,0.7,0.3,1.6,3.1,1,1
905,330.5,45.8,5.2,6.3,2.5,3.5,1,1
906,487.3,18.8,2.1,0.6,9.5,12.1,1,1
907,620.8,12.7,3.4,0.3,10.6,13.4,1,1
908,330.5,25.0,6.3,6.5,17.6,24.4,2,2
909,267.0,11.4,11.1,1.7,15.9,19.5,2,2
910,217.0,10.8,18.5,8.5,4.9,5.9,1,1
911,240.3,27.5,23.3,8.4,38.2,121.5,2,4
912,881.2,34.7,16.3,2.1,78.5,141.7,4,10
913,190.3,24.0,0.1,0.2,2.2,4.5,1,1
914,383.9,3.5,0.1,0.0,4.3,4.3,1,1
915,594.1,13.2,13.4,10.3,2.8,3.6,1,1
916,210.3,65.8,4.5,6.9,2.0,5.3,1,1
917,607.5,37.9,0.3,0.2,9.7,9.8,1,1
918,330.5,47.2,16.5,6.8,9.1,22.2,1,1
919,310.4,31.1,6.8,1.9,4.0,8.4,1,1
920,340.5,26.1,17.3,7.0,10.0,13.5,1,1
