id,country,location_name,latitude,longitude,timezone
441,Ecuador,Quito,-0.22,-78.5,America/Guayaquil
442,Egypt,Cairo,30.05,31.25,Africa/Cairo
443,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador
444,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo
445,Eritrea,Asmara,15.33,38.93,Africa/Asmara
446,Estonia,Tallinn,59.43,24.73,Europe/Tallinn
447,Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane
448,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa
449,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji
450,Finland,Helsinki,60.18,24.93,Europe/Helsinki
451,France,Paris,48.87,2.33,Europe/Paris
452,Gabon,Libreville,0.38,9.45,Africa/Libreville
453,Gambia,Banjul,13.45,-16.58,Africa/Banjul
454,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi
455,Germany,Berlin,52.52,13.4,Europe/Berlin
456,Ghana,Accra,5.55,-0.22,Africa/Accra
457,Greece,Athens,37.98,23.72,Europe/Athens
458,Grenada,Saint George's,12.05,-61.75,America/Grenada
459,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala
460,Guinea,Conakry,9.51,-13.71,Africa/Conakry
461,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau
462,Guyana,Georgetown,6.8,-58.17,America/Guyana
463,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince
464,Vatican City,Vatican City,41.9,12.45,Europe/Rome
465,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa
466,Hungary,Budapest,47.5,19.08,Europe/Budapest
467,Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik
468,India,New Delhi,28.6,77.2,Asia/Kolkata
469,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta
470,Iran,Tehran,35.73,51.33,Asia/Tehran
471,Iraq,Baghdad,33.34,44.39,Asia/Baghdad
472,Ireland,Dublin,53.33,-6.25,Europe/Dublin
473,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem
474,Italy,Rome,41.9,12.48,Europe/Rome
475,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica
476,Japan,Tokyo,35.69,139.69,Asia/Tokyo
477,Jordan,Amman,31.95,35.93,Asia/Amman
478,Kazakhstan,Astana,51.18,71.43,Asia/Almaty
479,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi
480,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa
481,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait
482,Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek
483,Indonesia,Laos,-8.18,114.32,Asia/Jakarta
484,Latvia,Riga,56.95,24.1,Europe/Riga
485,Lebanon,Beirut,33.87,35.51,Asia/Beirut
486,Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg
487,Liberia,Monrovia,6.31,-10.8,Africa/Monrovia
488,Thailand,Nan,18.78,100.78,Asia/Bangkok
489,Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz
490,Lithuania,Vilnius,54.68,25.32,Europe/Vilnius
491,Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg
492,Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo
493,Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre
494,Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur
495,Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives
496,Mali,Bamako,12.65,-8.0,Africa/Bamako
497,Malta,Valletta,35.9,14.51,Europe/Malta
498,Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro
499,Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott
500,Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius
501,Mexico,Mexico City,19.43,-99.13,America/Mexico_City
502,Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei
503,Russia,Chi-Chi-Erh,51.7,94.45,Asia/Krasnoyarsk
504,Monaco,Monaco,43.73,7.42,Europe/Monaco
505,Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar
506,Montenegro,Podgorica,42.44,19.26,Europe/Podgorica
507,Morocco,Rabat,34.03,-6.84,Africa/Casablanca
508,Mozambique,Maputo,-25.97,32.59,Africa/Maputo
509,Myanmar,Pathein,16.78,94.73,Asia/Yangon
510,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek
511,Turkey,Yaren,39.55,27.62,Europe/Istanbul
512,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu
513,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam
514,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland
515,Nicaragua,Managua,12.15,-86.27,America/Managua
516,Niger,Niamey,13.52,2.12,Africa/Niamey
517,Nigeria,Abuja,9.18,7.18,Africa/Lagos
518,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang
519,Macedonia,Skopje,42.0,21.43,Europe/Skopje
520,Norway,Oslo,59.92,10.75,Europe/Oslo
521,Oman,Muscat,23.61,58.59,Asia/Muscat
522,Pakistan,Islamabad,33.7,73.17,Asia/Karachi
523,Palau,Adkip,7.36,134.51,Pacific/Palau
524,Bolivia,National,-11.18,-67.08,America/La_Paz
525,Panama,Panama City,8.97,-79.53,America/Panama
526,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby
527,Paraguay,Carreria,-21.55,-58.12,America/Asuncion
528,Peru,Lima,-12.05,-77.05,America/Lima
529,Philippines,Manila,14.6,120.98,Asia/Manila
530,Poland,Warsaw,52.25,21.0,Europe/Warsaw
531,Portugal,Lisbon,38.72,-9.13,Europe/Lisbon
532,Qatar,Doha,25.29,51.53,Asia/Qatar
533,Romania,Bucharest,44.43,26.1,Europe/Bucharest
534,Russia,Moscow,55.75,37.62,Europe/Moscow
535,Rwanda,Kigali,-1.95,30.06,Africa/Kigali
536,Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts
537,Saint Lucia,Castries,14.0,-61.0,America/St_Lucia
538,Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent
539,Samoa,Apia,-13.83,-171.73,Pacific/Apia
540,San Marino,San Marino,43.93,12.45,Europe/Rome
541,Belgium,'S-Gravenwezel,51.27,4.55,Europe/Brussels
542,Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh
543,Senegal,Dakar,14.67,-17.44,Africa/Dakar
544,Serbia,Belgrade,44.8,20.47,Europe/Belgrade
545,Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe
546,Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown
547,Singapore,Singapore,1.29,103.86,Asia/Singapore
548,Slovakia,Bratislava,48.15,17.12,Europe/Bratislava
549,Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana
550,Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal
551,Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu
552,South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg
553,South Korea,Seoul,37.57,127.0,Asia/Seoul
554,Sudan,Juba,12.15,24.45,Africa/Khartoum
555,Spain,Madrid,40.4,-3.68,Europe/Madrid
556,Sri Lanka,Colombo,6.93,79.85,Asia/Colombo
557,Sudan,Khartoum,15.59,32.53,Africa/Khartoum
558,Suriname,Paramaribo,5.83,-55.17,America/Paramaribo
559,Sweden,Stockholm,59.33,18.05,Europe/Stockholm
560,Switzerland,Bern,46.92,7.47,Europe/Zurich
561,Syria,Damascus,33.5,36.3,Asia/Damascus
562,Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe
563,Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam
564,Thailand,Bangkok,13.75,100.52,Asia/Bangkok
565,Indonesia,Murong Timor,-7.56,112.27,Asia/Jakarta
566,Bulgaria,Lom,43.81,23.24,Europe/Bucharest
567,Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu
568,Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain
569,Tunisia,Tunis,36.8,10.18,Africa/Tunis
570,Turkey,Ankara,39.93,32.86,Europe/Istanbul
571,Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat
572,Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti
573,Uganda,Kampala,0.32,32.57,Africa/Kampala
574,Ukraine,Lviv,49.83,24.0,Europe/Kiev
575,United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai
576,United Kingdom,London,51.52,-0.11,Europe/London
577,United States of America,Washington Park,46.6,-120.49,America/Los_Angeles
578,Uruguay,Montevideo,-34.86,-56.17,America/Montevideo
579,Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent
580,Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate
581,Venezuela,Caracas,10.5,-66.92,America/Caracas
582,Vietnam,Hanoi,21.03,105.85,Asia/Bangkok
583,Yemen,Sanaa,15.35,44.21,Asia/Aden
584,Zambia,Lusaka,-15.42,28.28,Africa/Lusaka
585,Zimbabwe,Harare,-17.82,31.04,Africa/Harare
586,Afghanistan,Kabul,34.52,69.18,Asia/Kabul
587,Albania,Tirana,41.33,19.82,Europe/Tirane
588,Algeria,Algiers,36.76,3.05,Africa/Algiers
589,Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra
590,Angola,Luanda,-8.84,13.23,Africa/Luanda
591,Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua
592,Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires
593,Armenia,Yerevan,40.18,44.51,Asia/Yerevan
594,Australia,Canberra,-35.28,149.22,Australia/Sydney
595,Austria,Vienna,48.2,16.37,Europe/Vienna
596,Azerbaijan,Baku,40.4,49.88,Asia/Baku
597,Bahamas,Nassau,25.08,-77.35,America/Nassau
598,Bahrain,Manama,26.24,50.58,Asia/Bahrain
599,Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka
600,Barbados,Bridgetown,13.1,-59.62,America/Barbados
601,Belarus,Minsk,53.9,27.57,Europe/Minsk
602,Belgium,Brussels,50.83,4.33,Europe/Brussels
603,Belize,Belmopan,17.25,-88.77,America/Belize
604,Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo
605,Bhutan,Thimphu,27.48,89.6,Asia/Thimphu
606,Bolivia,Sucre,-19.04,-65.26,America/La_Paz
607,Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo
608,Botswana,Gaborone,-24.65,25.91,Africa/Gaborone
609,Brazil,Bras,-2.08,-58.17,America/Manaus
610,Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei
611,Bulgaria,Sofia,42.68,23.32,Europe/Sofia
612,Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou
613,Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura
614,Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo
615,Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde
616,Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh
617,Cameroon,Bafoussam,5.47,10.42,Africa/Douala
618,Canada,Ottawa,45.42,-75.7,America/Toronto
619,Central African Republic,Bangui,4.37,18.58,Africa/Bangui
620,Chad,N'djamena,12.11,15.05,Africa/Douala
621,Chile,Santiago,-33.45,-70.67,America/Santiago
622,China,Beijing,39.93,116.39,Asia/Shanghai
623,Bulgaria,Bogot,43.32,24.7,Europe/Sofia
624,Comoros,Moroni,-11.7,43.24,Indian/Comoro
625,Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville
626,Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica
627,Croatia,Zagreb,45.8,16.0,Europe/Zagreb
628,Cuba,Havana,23.13,-82.36,America/Havana
629,Cyprus,Nicosia,35.17,33.37,Asia/Famagusta
630,Czech Republic,Prague,50.08,14.47,Europe/Prague
631,Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville
632,Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen
633,Djibouti,Djibouti,11.6,43.15,Africa/Djibouti
634,Dominica,Roseau,15.3,-61.4,America/Dominica
635,Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo
636,Ecuador,Quito,-0.22,-78.5,America/Guayaquil
637,Egypt,Cairo,30.05,31.25,Africa/Cairo
638,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador
639,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo
640,Eritrea,Asmara,15.33,38.93,Africa/Asmara
641,Estonia,Tallinn,59.43,24.73,Europe/Tallinn
642,Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane
643,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa
644,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji
645,Finland,Helsinki,60.18,24.93,Europe/Helsinki
646,France,Paris,48.87,2.33,Europe/Paris
647,Gabon,Libreville,0.38,9.45,Africa/Libreville
648,Gambia,Banjul,13.45,-16.58,Africa/Banjul
649,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi
650,Germany,Berlin,52.52,13.4,Europe/Berlin
651,Ghana,Accra,5.55,-0.22,Africa/Accra
652,Greece,Athens,37.98,23.72,Europe/Athens
653,Grenada,Saint George's,12.05,-61.75,America/Grenada
654,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala
655,Guinea,Conakry,9.51,-13.71,Africa/Conakry
656,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau
657,Guyana,Georgetown,6.8,-58.17,America/Guyana
658,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince
659,Vatican City,Vatican City,41.9,12.45,Europe/Rome
660,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa
661,Hungary,Budapest,47.5,19.08,Europe/Budapest
662,Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik
663,India,New Delhi,28.6,77.2,Asia/Kolkata
664,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta
665,Iran,Tehran,35.73,51.33,Asia/Tehran
666,Iraq,Baghdad,33.34,44.39,Asia/Baghdad
667,Ireland,Dublin,53.33,-6.25,Europe/Dublin
668,Israel,Jerusalem,31.78,35.23,Asia/Hebron
669,Italy,Rome,41.9,12.48,Europe/Rome
670,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica
671,Japan,Tokyo,35.69,139.69,Asia/Tokyo
672,Jordan,Amman,31.95,35.93,Asia/Amman
673,Kazakhstan,Astana,51.18,71.43,Asia/Almaty
674,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi
675,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa
676,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait
677,Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek
678,Indonesia,Laos,-8.18,114.32,Asia/Jakarta
679,Latvia,Riga,56.95,24.1,Europe/Riga
680,Lebanon,Beirut,33.87,35.51,Asia/Beirut
681,Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg
682,Liberia,Monrovia,6.31,-10.8,Africa/Monrovia
683,Thailand,Nan,18.78,100.78,Asia/Bangkok
684,Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz
685,Lithuania,Vilnius,54.68,25.32,Europe/Vilnius
686,Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg
687,Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo
688,Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre
689,Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur
690,Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives
691,Mali,Bamako,12.65,-8.0,Africa/Bamako
692,Malta,Valletta,35.9,14.51,Europe/Malta
693,Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro
694,Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott
695,Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius
696,Mexico,Mexico City,19.43,-99.13,America/Mexico_City
697,Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei
698,Russia,Chi-Chi-Erh,51.7,94.45,Asia/Krasnoyarsk
699,Monaco,Monaco,43.73,7.42,Europe/Monaco
700,Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar
701,Montenegro,Podgorica,42.44,19.26,Europe/Podgorica
702,Morocco,Rabat,34.03,-6.84,Africa/Casablanca
703,Mozambique,Maputo,-25.97,32.59,Africa/Maputo
704,Myanmar,Pathein,16.78,94.73,Asia/Yangon
705,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek
706,Turkey,Yaren,39.55,27.62,Europe/Istanbul
707,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu
708,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam
709,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland
710,Nicaragua,Managua,12.15,-86.27,America/Managua
711,Niger,Niamey,13.52,2.12,Africa/Niamey
712,Nigeria,Abuja,9.18,7.18,Africa/Lagos
713,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang
714,Macedonia,Skopje,42.0,21.43,Europe/Skopje
715,Norway,Oslo,59.92,10.75,Europe/Oslo
716,Oman,Muscat,23.61,58.59,Asia/Muscat
717,Pakistan,Islamabad,33.7,73.17,Asia/Karachi
718,Palau,Adkip,7.36,134.51,Pacific/Palau
719,Bolivia,National,-11.18,-67.08,America/La_Paz
720,Panama,Panama City,8.97,-79.53,America/Panama
721,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby
722,Paraguay,Carreria,-21.55,-58.12,America/Asuncion
723,Peru,Lima,-12.05,-77.05,America/Lima
724,Philippines,Manila,14.6,120.98,Asia/Manila
725,Poland,Warsaw,52.25,21.0,Europe/Warsaw
726,Portugal,Lisbon,38.72,-9.13,Europe/Lisbon
727,Qatar,Doha,25.29,51.53,Asia/Qatar
728,Romania,Bucharest,44.43,26.1,Europe/Bucharest
729,Russia,Moscow,55.75,37.62,Europe/Moscow
730,Rwanda,Kigali,-1.95,30.06,Africa/Kigali
731,Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts
732,Saint Lucia,Castries,14.0,-61.0,America/St_Lucia
733,Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent
734,Samoa,Apia,-13.83,-171.73,Pacific/Apia
735,San Marino,San Marino,43.93,12.45,Europe/Rome
736,Belgium,'S-Gravenwezel,51.27,4.55,Europe/Brussels
737,Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh
738,Senegal,Dakar,14.67,-17.44,Africa/Dakar
739,Serbia,Belgrade,44.8,20.47,Europe/Belgrade
740,Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe
741,Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown
742,Singapore,Singapore,1.29,103.86,Asia/Singapore
743,Slovakia,Bratislava,48.15,17.12,Europe/Bratislava
744,Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana
745,Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal
746,Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu
747,South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg
748,South Korea,Seoul,37.57,127.0,Asia/Seoul
749,Sudan,Juba,12.15,24.45,Africa/Khartoum
750,Spain,Madrid,40.4,-3.68,Europe/Madrid
751,Sri Lanka,Colombo,6.93,79.85,Asia/Colombo
752,Sudan,Khartoum,15.59,32.53,Africa/Khartoum
753,Suriname,Paramaribo,5.83,-55.17,America/Paramaribo
754,Sweden,Stockholm,59.33,18.05,Europe/Stockholm
755,Switzerland,Bern,46.92,7.47,Europe/Zurich
756,Syria,Damascus,33.5,36.3,Asia/Damascus
757,Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe
758,Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam
759,Thailand,Bangkok,13.75,100.52,Asia/Bangkok
760,Indonesia,Murong Timor,-7.56,112.27,Asia/Jakarta
761,Bulgaria,Lom,43.81,23.24,Europe/Bucharest
762,Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu
763,Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain
764,Tunisia,Tunis,36.8,10.18,Africa/Tunis
765,Turkey,Ankara,39.93,32.86,Europe/Istanbul
766,Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat
767,Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti
768,Uganda,Kampala,0.32,32.57,Africa/Kampala
769,Ukraine,Lviv,49.83,24.0,Europe/Kiev
770,United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai
771,United Kingdom,London,51.52,-0.11,Europe/London
772,United States of America,Washington Park,46.6,-120.49,America/Los_Angeles
773,Uruguay,Montevideo,-34.86,-56.17,America/Montevideo
774,Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent
775,Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate
776,Venezuela,Caracas,10.5,-66.92,America/Caracas
777,Vietnam,Hanoi,21.03,105.85,Asia/Bangkok
778,Yemen,Sanaa,15.35,44.21,Asia/Aden
779,Zambia,Lusaka,-15.42,28.28,Africa/Lusaka
780,Zimbabwe,Harare,-17.82,31.04,Africa/Harare
781,Afghanistan,Kabul,34.52,69.18,Asia/Kabul
782,Albania,Tirana,41.33,19.82,Europe/Tirane
783,Algeria,Algiers,36.76,3.05,Africa/Algiers
784,Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra
785,Angola,Luanda,-8.84,13.23,Africa/Luanda
786,Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua
787,Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires
788,Armenia,Yerevan,40.18,44.51,Asia/Yerevan
789,Australia,Canberra,-35.28,149.22,Australia/Sydney
790,Austria,Vienna,48.2,16.37,Europe/Vienna
791,Azerbaijan,Baku,40.4,49.88,Asia/Baku
792,Bahamas,Nassau,25.08,-77.35,America/Nassau
793,Bahrain,Manama,26.24,50.58,Asia/Bahrain
794,Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka
795,Barbados,Bridgetown,13.1,-59.62,America/Barbados
796,Belarus,Minsk,53.9,27.57,Europe/Minsk
797,Belgium,Brussels,50.83,4.33,Europe/Brussels
798,Belize,Belmopan,17.25,-88.77,America/Belize
799,Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo
800,Bhutan,Thimphu,27.48,89.6,Asia/Thimphu
801,Bolivia,Sucre,-19.04,-65.26,America/La_Paz
802,Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo
803,Botswana,Gaborone,-24.65,25.91,Africa/Gaborone
804,Brazil,Bras,-2.08,-58.17,America/Manaus
805,Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei
806,Bulgaria,Sofia,42.68,23.32,Europe/Sofia
807,Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou
808,Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura
809,Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo
810,Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde
811,Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh
812,Cameroon,Bafoussam,5.47,10.42,Africa/Douala
813,Canada,Ottawa,45.42,-75.7,America/Toronto
814,Central African Republic,Bangui,4.37,18.58,Africa/Bangui
815,Chad,N'djamena,12.11,15.05,Africa/Douala
816,Chile,Santiago,-33.45,-70.67,America/Santiago
817,China,Beijing,39.93,116.39,Asia/Shanghai
818,Bulgaria,Bogot,43.32,24.7,Europe/Sofia
819,Comoros,Moroni,-11.7,43.24,Indian/Comoro
820,Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville
821,Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica
822,Croatia,Zagreb,45.8,16.0,Europe/Zagreb
823,Cuba,Havana,23.13,-82.36,America/Havana
824,Cyprus,Nicosia,35.17,33.37,Asia/Famagusta
825,Czech Republic,Prague,50.08,14.47,Europe/Prague
826,Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville
827,Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen
828,Djibouti,Djibouti,11.6,43.15,Africa/Djibouti
829,Dominica,Roseau,15.3,-61.4,America/Dominica
830,Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo
831,Ecuador,Quito,-0.22,-78.5,America/Guayaquil
832,Egypt,Cairo,30.05,31.25,Africa/Cairo
833,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador
834,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo
835,Eritrea,Asmara,15.33,38.93,Africa/Asmara
836,Estonia,Tallinn,59.43,24.73,Europe/Tallinn
837,Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane
838,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa
839,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji
840,Finland,Helsinki,60.18,24.93,Europe/Helsinki
841,France,Paris,48.87,2.33,Europe/Paris
842,Gabon,Libreville,0.38,9.45,Africa/Libreville
843,Gambia,Banjul,13.45,-16.58,Africa/Banjul
844,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi
845,Germany,Berlin,52.52,13.4,Europe/Berlin
846,Ghana,Accra,5.55,-0.22,Africa/Accra
847,Greece,Athens,37.98,23.72,Europe/Athens
848,Grenada,Saint George's,12.05,-61.75,America/Grenada
849,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala
850,Guinea,Conakry,9.51,-13.71,Africa/Conakry
851,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau
852,Guyana,Georgetown,6.8,-58.17,America/Guyana
853,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince
854,Vatican City,Vatican City,41.9,12.45,Europe/Rome
855,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa
856,Hungary,Budapest,47.5,19.08,Europe/Budapest
857,Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik
858,India,New Delhi,28.6,77.2,Asia/Kolkata
859,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta
860,Iran,Tehran,35.73,51.33,Asia/Tehran
861,Iraq,Baghdad,33.34,44.39,Asia/Baghdad
862,Ireland,Dublin,53.33,-6.25,Europe/Dublin
863,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem
864,Italy,Rome,41.9,12.48,Europe/Rome
865,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica
866,Japan,Tokyo,35.69,139.69,Asia/Tokyo
867,Jordan,Amman,31.95,35.93,Asia/Amman
868,Kazakhstan,Astana,51.18,71.43,Asia/Almaty
869,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi
870,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa
871,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait
872,Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek
873,Indonesia,Laos,-8.18,114.32,Asia/Jakarta
874,Latvia,Riga,56.95,24.1,Europe/Riga
875,Lebanon,Beirut,33.87,35.51,Asia/Beirut
876,Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg
877,Liberia,Monrovia,6.31,-10.8,Africa/Monrovia
878,Thailand,Nan,18.78,100.78,Asia/Bangkok
879,Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz
880,Lithuania,Vilnius,54.68,25.32,Europe/Vilnius
881,Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg
882,Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo
